Ticker,1977-1983 hrp,1977-1983 max_sharpe,1977-1983 min_volatility,1977-1983 target_return,2000-2004 hrp,2000-2004 max_sharpe,2000-2004 min_volatility,2000-2004 target_return,2007-2011 hrp,2007-2011 max_sharpe,2007-2011 min_volatility,2007-2011 target_return,2021-2023 hrp,2021-2023 max_sharpe,2021-2023 min_volatility,2021-2023 target_return
ZBH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012938957150137515,5.6419e-12,8.37642e-11,1.76805e-11,0.0007981838223191977,2.5349e-12,1.875358e-10,1.027044e-10
ENZ,0.0,0.0,0.0,0.0,0.00018407817625412724,2.94413e-11,4.00053e-11,1.07824e-11,0.00044597673721241443,1.9311e-12,1.77698e-11,4.0164e-12,0.000891858301729651,2.5179e-12,0.0012444081677793,1.833791e-10
ARLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000540747135349651,1.6223e-12,2.51664e-11,2.70354e-11
COUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008046064913267157,7.498e-13,2.61595e-11,1.81575e-11
WMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033056969376143525,2.5941e-12,3.14875e-11,4.08922e-11
LII,0.0,0.0,0.0,0.0,0.0007244769261086346,6.79322e-11,1.178613e-10,3.16267e-11,0.0009994809125808753,9.3473e-12,1.442821e-10,3.66495e-11,0.00048140214764489547,4.8997e-12,5.16824e-11,6.17054e-11
GKOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006530378787729675,2.1474e-12,5.36324e-11,5.66564e-11
JBI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009463734990532718,1.8813e-12,3.85672e-11,4.09589e-11
CCU,0.0,0.0,0.0,0.0,0.008114062053796188,1.458606e-10,0.0073832035710841,0.007383240988103,0.0031502106955210744,1.76111e-11,2.30211e-10,2.560493e-10,0.0035974219873553016,2.8411e-12,1.434565e-10,9.31249e-11
DGX,0.0,0.0,0.0,0.0,0.0014894788073136476,2.158458e-10,2.462972e-10,6.53059e-11,0.004320904138214627,1.25401e-11,0.0066516772509021,0.0021265729919856,0.001226031561843549,1.72668e-11,0.0395914644341402,0.0397328734319921
DOOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005617017181862262,1.8516e-12,3.35281e-11,3.44044e-11
LRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013489649282114942,0.0207942355159131,4.135727e-10,0.0033640793004272
FBIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004000717957023322,2.0382e-12,3.46289e-11,3.60958e-11
MTD,0.0,0.0,0.0,0.0,0.0015601366828363016,7.93976e-11,4.478463e-10,1.146877e-10,0.0015174547521853456,1.77731e-11,1.209097e-10,4.82324e-11,0.0003901487506142003,2.3999e-12,6.84839e-11,5.7446e-11
TAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JILL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006040741065860727,0.0322535551361948,3.55297e-11,0.0019272546858479
CHGG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004979334708724257,7.651e-13,2.74584e-11,1.87746e-11
ABT,0.0,0.0,0.0,0.0,0.001608547105547704,1.467453e-10,0.0024606504965192,0.0024605942948481,0.007699646720017961,1.21661e-11,0.0544776613483867,0.0441031033703888,0.0011113887625549728,4.0659e-12,0.003462561638327,1.1027263e-09
BKE,0.0,0.0,0.0,0.0,0.0016062810118046076,1.392734e-10,1.704011e-10,4.5197e-11,0.0009162307418504477,1.15507e-11,9.86902e-11,2.08545e-11,0.00033899726245198707,2.1768e-12,9.31627e-11,8.97849e-11
GES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040476652110119364,3.9129e-12,3.21122e-11,7.4965e-12,0.00022944102926598638,1.3628e-12,2.20939e-11,2.42372e-11
LEG,0.0,0.0,0.0,0.0,0.0007043320307102081,6.32454e-11,9.05374e-11,2.43564e-11,0.0009947827139307245,7.44e-12,1.057232e-10,2.54679e-11,0.0005077278226196468,1.6621e-12,4.75069e-11,4.01001e-11
CRS,0.07013343319566863,0.1419048540816184,0.0685334327407217,0.0685336201376984,0.0004822843065841673,5.61492e-11,6.16555e-11,1.66135e-11,0.0004487079155598667,2.944e-12,1.85192e-11,4.6013e-12,0.00021340620052963532,5.6907e-12,2.68101e-11,4.27241e-11
GWW,0.10951089944050518,0.0745366102840974,0.131973527650609,0.1319735752737451,0.0006723814480714508,7.73e-11,1.302055e-10,3.46721e-11,0.0014365052921060865,2.13494e-11,2.445487e-10,1.260919e-10,0.0007689697329162014,0.0342056169827377,1.60440500414e-05,0.0119138820247264
FNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008938020438052566,3.0308e-12,9.68707e-11,8.49453e-11
DEO,0.0,0.0,0.0,0.0,0.0038039157481935953,6.092609e-10,0.0105689719922636,0.0105691337610598,0.0022693068032725756,7.1504e-12,8.39467e-11,2.20095e-11,0.0022319630632602347,5.2603e-12,0.0110385582237358,0.0052192718912204
BSX,0.0,0.0,0.0,0.0,0.003254767115906662,0.0095082734096138,1.2374666e-09,2.840277e-10,0.0016464697242508874,3.0754e-12,3.24599e-11,7.0282e-12,0.001604140597237563,9.8834e-12,8.154103e-10,0.0042301793906893
SAM,0.0,0.0,0.0,0.0,0.005758373001119687,0.0007880842563258,4.9883548e-09,1.1786764e-09,0.003396461312130877,8.490271e-10,0.0030884496030933,0.0102973464847732,0.002218384559174365,1.5091e-12,3.8166929e-09,7.39335e-11
COOK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VSCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010392931130927142,3.7098e-12,4.76006e-11,5.47133e-11
MDT,0.0,0.0,0.0,0.0,0.0019382393645057823,8.36147e-11,2.795985e-10,7.48814e-11,0.002013561747329805,6.3252e-12,3.641239e-10,4.21455e-11,0.00102084713508204,2.6465e-12,6.099102e-10,1.425119e-10
IIIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005299499568482024,3.8673e-12,4.33882e-11,1.00261e-11,0.0005286355078267984,2.8763e-12,3.08985e-11,3.50263e-11
ITGR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028208804435410854,6.4158e-12,7.35593e-11,1.61924e-11,0.0008081222788412203,3.3441e-12,5.66003e-11,6.45558e-11
AEO,0.0,0.0,0.0,0.0,0.00025065167051126544,5.68864e-11,6.49034e-11,1.73175e-11,0.000498073001075314,3.6995e-12,8.07777e-11,1.3875e-11,0.00024467183009660275,1.6272e-12,4.02083e-11,3.96065e-11
BFLY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QGEN,0.0,0.0,0.0,0.0,0.0003134918760245631,3.53369e-11,8.30152e-11,2.21142e-11,0.0017817044976558402,8.8292e-12,1.170932e-10,3.20439e-11,0.0011113968690941842,2.91e-12,0.0004732723586532,1.797804e-10
GHC,0.09960356966159523,0.1499999999712896,0.131120979891005,0.1311214187156462,0.004583466613328403,3.914605e-10,0.0058349883309678,0.0058350294935029,0.001345647697976259,4.2043e-12,7.30319e-11,1.46628e-11,0.002624012994207615,5.6522e-12,2.238968e-10,2.803353e-10
SWX,0.0,0.0,0.0,0.0,0.0017316819605618218,1.1788e-10,3.250536e-10,8.6678e-11,0.0014021893641062027,7.5276e-12,9.16261e-11,2.17788e-11,0.002645861116568747,7.517e-12,0.0115359607583217,0.0081948742647671
NVRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004883104298424588,7.378e-13,3.18507e-11,2.04993e-11
BDSX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHK,0.0,0.0,0.0,0.0,0.0006159327433751485,1.833808e-10,1.078432e-10,2.88638e-11,0.000544378479682747,3.5821e-12,3.9177e-11,8.7105e-12,0.00027992656456102115,1.4167e-12,2.5524e-11,2.61229e-11
DSGR,0.0,0.0,0.0,0.0,0.003527513236076511,1.357624e-10,4.454011e-10,1.156853e-10,0.000623768429970198,3.4485e-12,4.20608e-11,9.7865e-12,0.0013843457130139423,5.1313e-12,6.56781e-11,8.42467e-11
RVTY,0.03079504563580541,0.1499999999577001,8.126161e-10,8.47825e-11,0.0003437892301180816,4.06884e-11,6.43038e-11,1.72623e-11,0.0006429537034906949,6.1194e-12,6.26314e-11,1.62685e-11,0.0004193221181610744,2.0492e-12,7.424e-11,6.20102e-11
CHRW,0.0,0.0,0.0,0.0,0.0007864388053412953,1.26862e-10,1.661873e-10,4.42714e-11,0.0012319595656244853,1.29555e-11,1.319154e-10,3.66067e-11,0.0009252298188858817,3.7265e-12,3.456515e-10,1.81142e-10
CSTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018551091851661443,1.3853e-12,2.286029e-10,5.31658e-11
LCUT,0.0,0.0,0.0,0.0,0.003643682160161079,1.046053854e-07,0.0012454858252044,0.0012454666299739,0.002377886668098503,5.4392e-12,0.0004685045692119,7.54888e-11,0.0010656375216263007,1.4835e-12,2.945911e-10,4.62757e-11
FLGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004286248917119739,1.4536e-12,5.28135e-11,4.38987e-11
AFYA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012264031921809318,1.9235e-12,3.76531e-11,3.89206e-11
ALGN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014228325809303875,5.4361e-12,3.97512e-11,1.08172e-11,0.00031168669981234917,9.913e-13,2.6886e-11,2.23337e-11
ATER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSET,0.0,0.0,0.0,0.0,0.002084828748749848,1.382549e-10,1.840996e-10,4.8646e-11,0.0,0.0,0.0,0.0,0.0007997016050984174,2.3351e-12,5.35963e-11,6.30162e-11
BSGM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000826741108290095,1.034e-12,1.025491e-10,3.19481e-11
GTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005981850606182132,7.417e-13,2.54668e-11,1.77926e-11
STZ,0.0,0.0,0.0,0.0,0.0035052438803853856,0.0040689878334685,0.0027313617658195,0.0027312613639338,0.0030663350037661,7.272e-12,1.142416e-10,2.60585e-11,0.00497942020081907,7.1365e-12,0.0133319189525931,0.0116260904377741
PBI,0.04725807443362869,0.1499999998069458,0.0420206495311562,0.0420198822070687,0.0014698302450679747,9.54136e-11,5.679357e-10,1.442869e-10,0.0018336557868202797,4.3682e-12,1.249593e-10,2.03317e-11,0.0004440259241624945,1.233e-12,3.22633e-11,2.75919e-11
TG,0.0,0.0,0.0,0.0,0.0005721440864494826,5.16504e-11,1.278881e-10,3.42752e-11,0.0007998187207589841,4.3569e-12,4.50782e-11,1.10169e-11,0.0014919002394036943,1.2154e-12,7.87202e-11,3.83406e-11
AIT,0.0,0.0,0.0,0.0,0.0016521711777905976,2.074605e-10,0.0002077373199321,0.000207992694822,0.000962346509622049,7.9235e-12,7.267e-11,1.91012e-11,0.00046812722572631105,2.4764e-11,5.3851e-11,8.8357e-11
DXPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005763585264753897,3.8205e-12,1.94272e-11,5.0491e-12,0.0008497801945997341,4.3312e-12,8.08722e-11,8.27817e-11
DXLG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046594672235010195,0.0865504765088009,2.60814e-11,0.006141378423446
LPX,0.0,0.0,0.0,0.0,0.00027299813982021817,5.5802e-11,5.28611e-11,1.42442e-11,0.0,0.0,0.0,0.0,0.00024128904943992375,2.6386e-12,2.46017e-11,3.18958e-11
ATO,0.0,0.0,0.0,0.0,0.0015998521601704387,1.623126e-10,0.0044247254556073,0.0044246948077692,0.0027580682398182987,9.0268e-12,2.727561e-10,5.51153e-11,0.0016081634417148096,1.61279e-11,1.5796684e-09,0.0048378012070429
MEDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002641015720317281,6.1382e-12,3.7928e-11,5.445e-11
MLKN,0.0,0.0,0.0,0.0,0.001305004429210564,7.23574e-11,2.761301e-10,7.19219e-11,0.0005578596144405318,3.735e-12,4.58547e-11,1.02212e-11,0.0003357283999327573,1.429e-12,2.50157e-11,2.48827e-11
ILMN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001818758206177759,0.0531879519264986,6.17531e-11,3.70557e-11,0.0005275966390146977,1.0131e-12,2.85137e-11,2.16925e-11
AMWD,0.0,0.0,0.0,0.0,0.0025053140772754046,2.903628e-10,8.60337e-11,2.32985e-11,0.0006478097318535384,3.6877e-12,5.66226e-11,1.18265e-11,0.00026682690687174134,1.7368e-12,3.27765e-11,3.2741e-11
LINC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00266233093719191,9.09e-12,8.6716792e-09,2.021304e-10,0.001832136867626917,4.7461e-12,8.08439e-11,1.520298e-10
BVS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLXS,0.0,0.0,0.0,0.0,0.0010162908625110274,0.0013595429113914,0.005373271817592,0.0053733160773563,0.004334392071373307,1.99897e-11,0.0107770168200468,0.011071647909743,0.0014529054386267968,2.2187e-12,0.0021118190401132,3.747078e-10
LOVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029347614666948134,7.534e-13,1.68852e-11,1.60082e-11
LE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021839453979929045,8.607e-13,3.08661e-11,2.24456e-11
BIO,0.0,0.0,0.0,0.0,0.0031248771761933193,0.0212692428040241,2.291777e-10,6.06432e-11,0.002455469422850058,2.10642e-11,3.085278e-10,1.953641e-10,0.0003748169836242719,1.6946e-12,4.22675e-11,3.63406e-11
LIVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010974369639078067,2.1187e-12,4.27314e-11,4.07163e-11
ALUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATI,0.0,0.0,0.0,0.0,0.000419472844771881,3.2016e-11,4.22975e-11,1.14443e-11,0.00034308694800915933,2.4891e-12,2.07946e-11,4.9893e-12,0.00026347497210981374,1.17434e-11,3.0756e-11,5.28365e-11
RYI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016195852821253748,3.1409e-12,1.97637e-11,2.53785e-11
SPXC,0.0,0.0,0.0,0.0,0.0004262388477716492,5.36477e-11,7.22231e-11,1.9424e-11,0.00046954234322874456,4.1632e-12,2.51999e-11,6.5197e-12,0.000573279587310615,4.7456e-12,4.28064e-11,5.60384e-11
OGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003317890901765927,5.5504e-12,0.0056452397167455,1.317023e-09
GH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001506483909296918,6.842e-13,1.69762e-11,1.50047e-11
AWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021718993392277783,1.1786e-12,4.18607e-11,3.23636e-11
TPX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003822937234009438,1.0861e-11,2.36166e-11,7.3013e-12,0.0002672289712341986,2.5262e-12,2.49703e-11,3.42123e-11
BWAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008175299752085266,1.3196e-12,3.10959e-11,3.00514e-11
AP,0.0,0.0,0.0,0.0,0.0155427963938078,4.438349e-10,0.0116323941843521,0.0116323675047087,0.000321379984636698,2.3626e-12,1.59283e-11,3.7887e-12,0.0008809296414248846,1.8177e-12,2.708298e-10,7.78096e-11
NI,0.13084951513601226,7.41269e-11,0.1499999992330232,0.1499999999149442,0.0026391881899161286,1.378167e-10,6.249365e-10,1.642222e-10,0.0015522071939245337,6.5724e-12,7.70327e-11,1.9143e-11,0.0014723524440349396,2.61404e-11,0.0143694935129699,0.0225635751851883
CVRX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LVLU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JBHT,0.0,0.0,0.0,0.0,0.0005478602738213839,2.085968e-10,1.073644e-10,2.85396e-11,0.0007864069529471428,1.21491e-11,1.543875e-10,4.24624e-11,0.0005712434665219363,4.6103e-12,5.69027e-11,8.06963e-11
TJX,0.0,0.0,0.0,0.0,0.000675098375136824,1.723109e-10,1.406449e-10,3.72639e-11,0.0011964223267144603,4.25623e-11,0.0132334785907922,0.0159942842430349,0.0007645948407890833,6.6556e-12,0.0002370772008702,0.0035891015298462
STE,0.0,0.0,0.0,0.0,0.002811772389215341,3.996411e-10,7.402273e-10,1.805991e-10,0.0016063035413667113,9.3863e-12,8.76815e-11,2.23687e-11,0.000798207418476257,4.2841e-12,9.09264e-11,1.08074e-10
MASS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KALU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047612516628627244,3.0149e-12,2.42409e-11,5.9053e-12,0.00022724891995618126,1.1614e-12,1.82467e-11,1.7375e-11
MLI,0.0,0.0,0.0,0.0,0.0010796028719464988,6.16321e-11,1.132087e-10,3.02992e-11,0.0005384617449566401,4.4699e-12,2.95534e-11,7.4261e-12,0.000474088417984712,2.09978e-11,4.19289e-11,7.76974e-11
BTCY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYK,0.0,0.0,0.0,0.0,0.0020696171395977094,6.816424e-10,0.0004343456285658,0.0004343026507683,0.0016129293172350632,7.0822e-12,1.152081e-10,2.52074e-11,0.0011208375991906712,3.6734e-12,5.58201e-11,6.97643e-11
BECN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006915930362504086,6.304e-12,1.234763e-10,2.61986e-11,0.00038266690266797887,7.097e-12,4.08837e-11,6.50081e-11
LULU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010114103081293267,2.5193e-12,6.84866e-11,7.42202e-11
PHG,0.0,0.0,0.0,0.0,0.00015891632303926097,3.42101e-11,4.94515e-11,1.32413e-11,0.0007598047969079434,3.6683e-12,2.55689e-11,6.4305e-12,0.001370584394770899,1.4815e-12,4.44555e-11,3.54737e-11
LQR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANF,0.0,0.0,0.0,0.0,0.00034838917291716746,8.77695e-11,7.72104e-11,2.05725e-11,0.0006222401616572623,5.0785e-12,4.353e-11,9.8587e-12,0.00016282385418148068,9.2089e-12,6.25586e-11,1.692997e-10
FAST,0.0,0.0,0.0,0.0,0.0007466994774928204,7.4937e-11,8.65271e-11,2.32052e-11,0.0007527438161175284,1.29852e-11,9.8063e-11,3.20814e-11,0.0009963501757395566,6.3568e-12,0.0007422343873155,5.195689e-10
IRBT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001087654585747472,1.25118e-11,5.24881e-11,1.74942e-11,0.0010931815864610266,1.0512e-12,1.136469e-10,5.17487e-11
AAON,0.0,0.0,0.0,0.0,0.0029881679500215956,1.776494e-10,2.717573e-10,7.16468e-11,0.0009176923380390052,1.30954e-11,1.30385e-10,4.49171e-11,0.000620846848731804,4.3437e-12,1.328516e-10,1.559949e-10
WOR,0.0,0.0,0.0,0.0,0.0007318729479879419,7.08965e-11,9.89075e-11,2.65305e-11,0.00039820143577682976,3.8468e-12,2.28841e-11,5.7652e-12,0.00052748391796425,2.6342e-12,2.8294e-11,3.3095e-11
LMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007776695629914504,1.246336e-10,6.63925e-11,5.120976e-10
TMO,0.0,0.0,0.0,0.0,0.0008854291184766539,8.39345e-11,1.205278e-10,3.21549e-11,0.0008611069382036742,7.9657e-12,8.32311e-11,2.15911e-11,0.0005197278067417921,3.7294e-12,9.64863e-11,1.194711e-10
ATEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005398171556966835,1.7453e-12,4.49582e-11,4.92641e-11
CNMD,0.0,0.0,0.0,0.0,0.0017359149451739234,9.82417e-11,2.830129e-10,7.37759e-11,0.001274271687509374,6.0264e-12,1.084807e-10,2.07851e-11,0.00042872453759296695,2.0351e-12,3.52783e-11,3.52256e-11
DCTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JCI,0.0,0.0,0.0,0.0,0.0007166779758686902,4.19147e-11,8.55186e-11,2.28727e-11,0.0017154727173063953,3.4659e-12,6.78697e-11,1.24949e-11,0.0006010884696752127,3.161e-12,5.61792e-11,5.80668e-11
IRTC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005415241035956271,1.0151e-12,3.3406e-11,2.51772e-11
BOOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021266960339187625,2.0389e-12,2.93395e-11,3.86367e-11
UTI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023064172723578644,5.5822e-12,1.208678e-10,2.35057e-11,0.0013064612586346377,4.7564e-12,5.05046e-11,7.33188e-11
INMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019685948944766308,1.138e-12,1.72681e-11,1.92186e-11
MYGN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004110156095930115,9.2098e-12,2.92862e-10,6.91465e-11,0.0006493233226788325,1.5934e-12,3.84946e-11,3.06581e-11
KEQU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003916210097712428,8.6422e-12,6.57184e-11,1.73865e-11,0.0,0.0,0.0,0.0
MYNZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FWRD,0.0,0.0,0.0,0.0,0.0006551127789262143,5.6481e-11,1.116896e-10,2.96919e-11,0.0007197122864112405,5.442e-12,4.70225e-11,1.11973e-11,0.000518260732881294,2.0491e-12,4.36209e-11,4.09914e-11
HIBB,0.0,0.0,0.0,0.0,0.0023874028209932424,0.0040492368226708,1.495719e-10,3.99596e-11,0.0006346880230350806,7.7165e-12,3.039118e-10,4.10293e-11,0.00020182169559655516,1.4337e-12,3.07497e-11,3.1115e-11
CAL,0.0,0.0,0.0,0.0,0.0008478382499199665,3.637936e-10,1.077275e-10,2.8803e-11,0.0,0.0,0.0,0.0,0.00014487518255619603,1.908e-12,3.49414e-11,4.20471e-11
CMPO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020244772269746294,2.6302e-12,0.0040085918795365,6.0368741e-09
WAT,0.0,0.0,0.0,0.0,0.00038727248783970166,4.37905e-11,6.52018e-11,1.75441e-11,0.0016618361018410652,1.03114e-11,6.52906e-11,1.89664e-11,0.00044586847314992986,3.5826e-12,9.8537e-11,9.70736e-11
GIFI,0.0,0.0,0.0,0.0,0.0018544343980425961,6.19674e-11,1.327529e-10,3.56567e-11,0.0005653320070504001,2.8246e-12,1.36298e-11,3.5616e-12,0.0026626704529649553,1.40274e-11,0.0130893933303685,0.0132967312747669
LOPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015706353099285252,9.7058e-12,0.0010136069721518,0.0049683650243517
SITE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024590262597026606,1.4006e-12,2.20637e-11,2.20644e-11
WCC,0.0,0.0,0.0,0.0,0.0008824986442727117,5.17415e-11,7.62908e-11,2.05249e-11,0.0008402564892886165,3.832e-12,2.62954e-11,6.5102e-12,0.00025867641649232896,2.6699e-12,2.22651e-11,2.72347e-11
MODD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERS,0.0,0.0,0.0,0.0,0.0003977095762816638,2.44887e-11,8.10416e-11,2.16642e-11,0.0,0.0,0.0,0.0,0.00038440105327336796,9.145e-13,3.24208e-11,2.36164e-11
CENX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.544784009471683e-05,8.435e-13,1.01661e-11,1.03014e-11
HYPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRKR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010873255402408834,1.38247e-11,3.84924e-11,1.2148e-11,0.0004325412191100133,2.6775e-12,4.70271e-11,5.23461e-11
KIDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006301492127195116,1.2043e-12,2.6829e-11,2.45568e-11
CYRX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030499569517031076,6.713e-13,1.36109e-11,1.25403e-11
